微博id,评论页码,评论id,评论时间,评论者赞数,评论者IP归属地,评论者姓名,评论者id,评论者性别,评论者关注数,评论者粉丝数,评论内容
4909917352494814,8,4910764147869518,2023-06-09 16:54:33,0,来自江苏,juan94我,7623470799,女,133,0,鞋子没有不好，这套衣服却是不好！
4909917352494814,8,4910763380048724,2023-06-09 16:51:30,0,来自山东,兔子子子rabbit,3879934321,女,369,226,她是硕士，至少穿的不是博士服而是硕士服
4909917352494814,8,4910761903655792,2023-06-09 16:45:38,0,来自广西,野生生酪拿铁,7271821721,女,258,7,这腿好好看
4909917352494814,8,4910746913475479,2023-06-09 15:46:04,0,来自河南,with宰范,5992730834,女,146,68,没问题
4909917352494814,8,4910723370582518,2023-06-09 14:12:30,0,来自云南,听筠箫,1556234593,女,710,309,不懂就问，这不是鞋子吗
4909917352494814,8,4910709492418639,2023-06-09 13:17:22,0,来自山东,撕家恶喵布布喵,6525602151,男,68,1,闲死了，我当年还穿的凉鞋呢，操这么多心当世界警察吧
4909917352494814,9,4910707461589242,2023-06-09 13:09:18,0,来自四川,雨潇寒潇雨,2867075412,女,804,264,用自己觉得最美的鞋参加重视的活动有什么错
4909917352494814,9,4910702856767227,2023-06-09 12:51:00,0,来自广东,沐儒星,5861892478,男,16,19,博士有这么年轻的吗？
4909917352494814,9,4910702642856023,2023-06-09 12:50:08,0,来自山东,只要你超lucky超多money,6987222135,女,287,4,太好看了我说
4909917352494814,9,4910695784907184,2023-06-09 12:22:53,0,来自北京,这WiFi来自胶州啊,7280333293,女,234,6,穿啥都有人说，管他呢
4909917352494814,9,4910694477072086,2023-06-09 12:17:41,0,来自西藏,jennienieeeeeee,3802818736,男,91,4,管的太多了吧
4909917352494814,9,4910693835344458,2023-06-09 12:15:09,0,来自江苏,小猪佩奇身上纹www,5189234298,女,577,147,把鞋脱下来把你头砸个窟窿才叫不尊重你
4909917352494814,9,4910686633202976,2023-06-09 11:46:32,0,来自广西,灵儿TuT,7563768868,女,153,1,好好看
4909917352494814,9,4910675912557556,2023-06-09 11:03:56,0,来自陕西,不开心的小蘑菇123,5628745257,男,70,5,难以置信为什么现在这种奇葩言论有这么多，仿佛人都退化到猿人类了
4909917352494814,9,4910658796126980,2023-06-09 09:55:54,0,来自陕西,莫名其妙的无厘头,2243982592,女,288,274,管的也太多了吧
4909917352494814,9,4910658468974260,2023-06-09 09:54:37,0,来自广东,蒙古上单6666,1794435497,男,203,39,毕业了，怎么好看怎么来呗
4909917352494814,9,4910655867980578,2023-06-09 09:44:17,0,来自山西,兜纳特越来越好,1896805393,女,1591,980,我觉得没啥问题
4909917352494814,9,4910653145874600,2023-06-09 09:33:27,0,来自山东,扶风倚柳,6359319755,男,194,397,现在还处在大清时代？
4909917352494814,9,4910632795637817,2023-06-09 08:12:36,0,来自河南,佳期如梦368,6693513318,女,387,1,这个鞋是名媛风  是有一丢丢场合不合适
4909917352494814,9,4910631213600983,2023-06-09 08:06:19,0,来自北京,叫我许大仙儿,1362335892,女,103,335,可能是这个鞋看起来比较情趣
4909917352494814,9,4910623090019807,2023-06-09 07:34:02,0,来自河南,乐乐乐_知时,5850470721,女,88,5,高跟鞋咋了，毕业了还不能穿自己喜欢的了？
4909917352494814,9,4910616953488134,2023-06-09 07:09:39,0,来自广东,谌先生呀,6660731008,女,294,2,好看
4909917352494814,9,4910560019743265,2023-06-09 03:23:25,0,来自上海,铁岭许三多,6719493873,男,8,26,这种场合台下的人都玩手机呢，谁在乎她换了啥
4909917352494814,9,4910555695939701,2023-06-09 03:06:14,0,来自广东,纯纯的路人_,6844045464,男,70,11,我觉得穿光环战斗服的那个才是最帅的
4909917352494814,9,4910535633799136,2023-06-09 01:46:31,0,来自福建,kazy2023,7586261538,女,39,4,虽然我知道帽子这种戴法特别流行，但是我真的觉得这样戴很丑感觉像头后面有一个背景板
4909917352494814,9,4910532039542105,2023-06-09 01:32:14,0,来自湖南,人间小糊涂sqy,7781642448,女,122,0,这鞋子怎么了，怎么还管别人穿什么啊，别人想怎么穿就怎么穿
4909917352494814,10,4910510162054947,2023-06-09 00:05:18,0,来自安徽,断桥烟雨-201006,7341841859,女,77,0,首先因为他们没上过大学不知道大学包容性有多强，其次他们买不起
4909917352494814,10,4910497478479539,2023-06-08 23:14:54,0,来自山东,柠檬果果吖ii,7730422716,女,123,14,美女的事少管
4909917352494814,10,4910482521857452,2023-06-08 22:15:28,0,来自上海,狮子座徐瓅,1104143185,女,353,43,挺好看的，但不适合矮个子粗腿
4909917352494814,10,4910475819094333,2023-06-08 21:48:50,0,来自江苏,亚比该min,3221745472,女,196,269,说鞋子有问题的，怎的，又想搞事情吗？
4909917352494814,10,4910461088438648,2023-06-08 20:50:18,0,来自北京,小月半,1650023895,女,110,174,7500的鞋，还不够尊重吗
4909917352494814,10,4910454100990871,2023-06-08 20:22:32,0,来自湖北,Yolanda_63923,5462393453,女,126,11,很漂亮 没啥不妥
4909917352494814,10,4910448056996323,2023-06-08 19:58:31,0,来自上海,TTTTTlone,5735029538,男,176,1090,吐槽的那个人不会就是你吧
4909917352494814,10,4910436875505385,2023-06-08 19:14:05,0,来自山西,黑人孤独的吉他,1291447934,男,69,1,华伦天奴的鞋，很贵。买不起鞋又没有学历，就酸了呗
4909917352494814,10,4910435889579324,2023-06-08 19:10:09,0,来自山西,不圈不圈,7001901592,女,594,26,问题就是，这华伦天奴太贵了他们买不起
4909917352494814,10,4910435235795914,2023-06-08 19:07:34,0,来自江西,死亡终局,3847723972,女,48,30,这还不尊重，这很重视好不啦
4909917352494814,10,4910430324002833,2023-06-08 18:48:03,0,来自北京,YANNNNNN_N,5297156402,男,238,62,vltn，这算是相当尊重了
4909917352494814,10,4910430013624122,2023-06-08 18:46:49,0,来自广东,柯基麻麻式微鱼,1881168194,女,650,411,没有任何问题，我看到小姐姐里面的裙子了，是白色的短裙小礼服，鞋子是为了搭裙子的
4909917352494814,10,4910424606644015,2023-06-08 18:25:20,0,来自云南,不觉又不明,3118129074,男,439,114,与其说鞋子不如说帽子
4909917352494814,10,4910422476462464,2023-06-08 18:16:52,1,来自北京,疯跑滴蜗牛,2088780873,女,345,140,键盘侠们觉得整个地球对他们都是不尊重的
4909917352494814,10,4910420274449060,2023-06-08 18:08:07,0,来自广东,筝zheng啦,6322176073,女,32,12,想怎么穿就怎么穿啊，某些人管的也太宽了吧
4909917352494814,10,4910416830139884,2023-06-08 17:54:26,0,来自江苏,我要睡偶像,2083539331,女,229,5,就毕业一天，帽子就不能好好带？这样觉得很可爱么？
4909917352494814,10,4910416243459970,2023-06-08 17:52:06,0,来自江苏,晗晗是小可爱啊,7139242356,女,105,11,鞋不就是给人穿的，小姐姐大方得体很好看呢
4909917352494814,10,4910410228570083,2023-06-08 17:28:12,0,来自广东,H_纪子,5474307355,女,25,57,键盘侠到底是群什么人？正常的着装，总能在尖锐特别的角度发现问题
4909917352494814,10,4910409352218174,2023-06-08 17:24:42,0,来自江苏,文仔一号粉丝,3848664244,女,33,16,这是在古代吗？，我一个40多岁的大姐都能接受
4909917352494814,10,4910406835901960,2023-06-08 17:14:43,0,来自甘肃,不是妖怪怎么会懂,5284865987,女,209,212,这是我一直很喜欢的鞋子。咋了啊
4909917352494814,11,4910406750969515,2023-06-08 17:14:23,0,来自广西,binbongCC,6290259875,女,260,91,有点报看
4909917352494814,11,4910403793981316,2023-06-08 17:02:38,0,来自北京,原来是七仔啊cat,3857405764,男,232,27,被谁吐槽了？有截图吗？
4909917352494814,11,4910402577894078,2023-06-08 16:57:48,0,来自湖南,米米18553,7134908571,男,336,5,没问题
4909917352494814,11,4910393472061170,2023-06-08 16:21:37,0,来自江苏,和平奇人,6182782729,男,113,0,所以到底谁吐槽了 ?
4909917352494814,11,4910391841263214,2023-06-08 16:15:08,0,来自上海,Physical_Review_A,7398373367,男,49,1,应该穿人字拖
4909917352494814,11,4910388083170242,2023-06-08 16:00:12,0,来自上海,雲淡風輕_iris,2184086583,女,690,210,很好看啊。
4909917352494814,11,4910386895914774,2023-06-08 15:55:29,0,来自浙江,luckylulu3,1357856825,女,313,350,不过这个鞋不是很多年前流行的吗
4909917352494814,11,4910383007531120,2023-06-08 15:40:01,0,来自广东,狂飙头号粉丝,1760820080,男,734,897,靠，重要场合难道不应该穿的漂漂亮亮的吗
4909917352494814,11,4910382965850661,2023-06-08 15:39:51,0,来自江苏,锅贴要醋吗,3209973624,男,258,437,老子想穿啥穿啥，又不是光脚，又不是一个脚写着FU一个脚写着CK，事儿那么多呢
4909917352494814,11,4910381166233434,2023-06-08 15:32:43,0,来自山西,落日眠眠,1443692994,女,1008,207,这种场合女孩子会穿她最喜欢的鞋子之一，这还叫不尊重？
4909917352494814,11,4910380537873261,2023-06-08 15:30:12,0,来自黑龙江,瓦坎达星人,7306410936,男,14,2,被吐槽不尊重的帖子评论在哪里呢
4909917352494814,11,4910372220569868,2023-06-08 14:57:10,0,来自甘肃,李门门不是门,7314926901,女,241,18,就很美啊
4909917352494814,11,4910369346423619,2023-06-08 14:45:45,0,来自四川,无处迁徙-x,5715562060,女,86,62,可能因为太漂亮了，让其他人自惭形秽
4909917352494814,11,4910362031293137,2023-06-08 14:16:40,0,来自广东,神奇花椒在哪里,7743714841,男,57,1,谁吐槽你问谁啊。。。
4909917352494814,11,4910361578575546,2023-06-08 14:14:53,0,来自广东,未成年人法,6399453896,男,20,20,腿有点O
4909917352494814,11,4910358847818095,2023-06-08 14:04:02,0,来自广西,有你的地方就是光,6446810522,男,77,1,你这帽子...是502粘上去的吗？
4909917352494814,11,4910358487896616,2023-06-08 14:02:36,0,来自陕西,Crazy_Anasasiyevna,6670702681,女,876,127,她好美啊啊啊啊
4909917352494814,11,4910345820574608,2023-06-08 13:12:16,0,来自山东,喜欢阳光的妖姬,2016588457,女,55,130,
4909917352494814,11,4910341018617855,2023-06-08 12:53:11,0,来自江苏,丹尼斯1593,6498173912,男,44,5,low到爆 根本不搭
4909917352494814,11,4910340615967359,2023-06-08 12:51:35,0,来自四川,旺仔牛奶粥2,5724465652,女,72,20,当然不尊重，怎么没踩它们头上
4909917352494814,12,4910334835692642,2023-06-08 12:28:37,1,来自北京,我叫干脆面君,5631990741,男,579,227,又造谣，被指责的那个文字在哪？你说有人指责就有人指责吗？天天编故事
4909917352494814,12,4910334248229758,2023-06-08 12:26:17,0,来自江苏,美国国父日本爷爷,6162269239,男,51,2,那也得看什么高跟鞋，这种高跟鞋不是这种学位授予仪式穿的
4909917352494814,12,4910323344085658,2023-06-08 11:42:57,0,来自上海,人家是你的小泷包呦,6298752766,女,419,3,没有任何问题，你是老古董吗？
4909917352494814,12,4910316297128299,2023-06-08 11:14:57,0,来自黑龙江,螺丝钉子儿,7608976197,女,280,3,姐姐喜欢穿什么就穿，就是今天这个鞋不穿了，光脚上台，都是人选择，跟你有啥关系
4909917352494814,12,4910313349319944,2023-06-08 11:03:14,1,来自北京,不爱喝咖啡爱喝茶,7318087398,男,228,897,被谁吐槽了
4909917352494814,12,4910309514942030,2023-06-08 10:48:00,0,来自广东,XXliylay,3468577370,女,81,204,哪里不顺眼就说哪里?
4909917352494814,12,4910301873439144,2023-06-08 10:17:37,0,来自北京,柚子味的猫薄荷荷荷,5736976152,女,71,87,没点开还以为穿拖鞋呢…这不挺正式的……
4909917352494814,12,4910300929198760,2023-06-08 10:13:53,0,来自美国,放个Pi给你听,7786130211,男,65,2,主要是鞋子好看，她们还卖不起
4909917352494814,12,4910292969194611,2023-06-08 09:42:15,0,来自四川,心動電波接收器,7648763072,男,33,13,呃，我觉得有些人是不是真的太闲了？太闲的话就去为国家建设做奉献吧
4909917352494814,12,4910286924155103,2023-06-08 09:18:14,0,来自山东,王小赖ghost,3180054682,女,293,239,这个鞋子好漂亮！
4909917352494814,12,4910281640382888,2023-06-08 08:57:14,0,来自北京,RuudSaul,1070550845,男,305,380,女礼服比这双鞋过分的多了去了
4909917352494814,12,4910280364000549,2023-06-08 08:52:10,0,来自日本,张big头,1826442795,男,876,729,闲的蛋疼
4909917352494814,12,4910276564223600,2023-06-08 08:37:04,1,来自江苏,随风飘飞Happy,2810443180,男,105,1,最美的 就是尊重的
4909917352494814,12,4910268125807935,2023-06-08 08:03:32,0,来自北京,丷皮皮肉丷,5261688227,男,274,31,这个鞋真的很丑，个人觉得
4909917352494814,12,4910266196165535,2023-06-08 07:55:51,0,来自四川,桃夭31,3934517513,女,388,64,那该穿什么鞋？
4909917352494814,12,4910261510604301,2023-06-08 07:37:15,0,来自四川,山上的蜗牛跑得快,7756139267,女,63,0,比老师高吗
4909917352494814,12,4910256284763575,2023-06-08 07:16:29,0,来自江苏,子洋827,7311239697,女,160,1万,小姐姐腿和鞋都好看
4909917352494814,12,4910175453184271,2023-06-08 01:55:17,0,来自北京,社恐老狗zz,7246436668,男,29,60,我还蛮想问的，穿啥合适？
4909917352494814,12,4910150181195530,2023-06-08 00:14:52,0,来自福建,茶鲤一只软,5306869095,女,433,79,自己穿着自己喜欢的鞋子 有什么问题吗？
4909917352494814,12,4910146986446486,2023-06-08 00:02:10,0,来自安徽,宛丘辛夷,6215840434,女,81,364,问题在那些人没有
4909917352494814,13,4910121571850684,2023-06-07 22:21:11,1,来自黑龙江,奥利黑黑黑66666,6159918935,男,59,8,老师都没说啥。网友说个鬼👻
4909917352494814,13,4910119694108594,2023-06-07 22:13:43,0,来自上海,伊利伊利我是伊利,2740764993,女,1234,200,这是博士服吗
4909917352494814,13,4910103226225748,2023-06-07 21:08:17,0,来自北京,蔚蓝晴空5114,7726370527,女,83,1,这是学士服
4909917352494814,13,4910078291085051,2023-06-07 19:29:12,0,来自湖北,倩谦游子,7185593317,男,793,26,不就你在说嘛！没看到其他人说
4909917352494814,13,4910074998295588,2023-06-07 19:16:07,0,来自广东,凹凹凹凹凸曼曼曼,2096587081,男,230,111,这种博主都沦落到这种田地了？
4909917352494814,13,4910099946540699,2023-06-07 20:55:15,2,来自山东,-诠释love,1735558813,男,26,436,漂亮
4909917352494814,13,4910482525264935,2023-06-08 22:15:29,0,来自广西,vigor_3,5660524937,男,2,47,吃不到葡萄说葡萄酸
4909917352494814,13,4910159552317385,2023-06-08 00:52:06,0,来自重庆,DONG·H2019,7022234394,男,34,93,谁吐槽的你一起发出来，不要虚空打靶没事就是网友说
4909917352494814,13,4910155189718804,2023-06-08 00:34:46,0,来自湖北,Fiora_Q,2111023861,女,59,51,学士帽都不能好好戴
4909917352494814,13,4912974781225007,2023-06-15 19:18:49,0,来自河南,极下有禹-伽小,7836245418,女,16,0,小姐姐好稳，穿着高跟鞋跑！
4909917352494814,13,4912693993540519,2023-06-15 00:43:04,0,来自云南,REBORN4887541,7387969250,男,35,11,好看
4909917352494814,13,4911970116175158,2023-06-13 00:46:38,0,来自安徽,如月群真达咩,7834500095,女,12,0,我看了好几个骂的都是女的，为什么要这样啊搞不懂
4909917352494814,13,4911893846428970,2023-06-12 19:43:34,0,来自上海,Sarah6408073489,6408073489,女,87,4,鞋没有问题 键盘侠酸了
4909917352494814,13,4911776702924206,2023-06-12 11:58:05,0,来自山东,乄奈呀,6160799171,女,11,0,最近刚看完一本小说:美丽不是原罪，人的欲望才是
4909917352494814,13,4911758470809262,2023-06-12 10:45:38,0,来自四川,Lanxiaoya_,7481095689,男,1,0,什么鬼 我们毕业全部是高跟鞋+礼服+学士服呀
4909917352494814,13,4911549518713751,2023-06-11 20:55:20,0,来自四川,无产阶级青年节,7837679027,男,13,0,谁知道博士服的典故？
4909917352494814,13,4911549334948017,2023-06-11 20:54:36,0,来自山西,卡佩兰诺1994,6071986869,女,147,27,穿衣自由！穿衣自由！穿衣自由！
4909917352494814,13,4911398151262355,2023-06-11 10:53:51,0,来自山东,EslebederWille,7487733454,男,7,0,有一说一，我觉得除了光脚外你穿潜水服的那个划水的去领奖都没问题
4909917352494814,13,4911334343050198,2023-06-11 06:40:18,1,来自广东,cminiapple,5092369555,男,53,0,要给爸爸们先验货
4909917352494814,13,4911254331982195,2023-06-11 01:22:21,0,来自山东,PSYDINUDMUXHKICNHMZHXPHLMC,2442590162,男,43,76,给我来100个
4909917352494814,14,4911165535422337,2023-06-10 19:29:31,0,来自意大利,罗马小吃街,7825814483,男,2,0,攻速鞋
4909917352494814,14,4911079967163550,2023-06-10 13:49:30,0,来自广西,啦啦啦的窝-1372,5905731628,男,12,3,有没有问题先不说，你觉得搭吗
4909917352494814,14,4911046533841562,2023-06-10 11:36:38,0,来自山东,老废物TV李半仙,7228196642,男,2,0,没问题，挺好看，我们来说说学士帽的事儿
4909917352494814,14,4910736091910496,2023-06-09 15:03:04,0,来自广东,无缘无故挨一拳,6237792644,男,1,0,好看爱看
4909917352494814,14,4910697719532081,2023-06-09 12:30:35,0,来自辽宁,骁龙小分队,7579220586,男,20,0,外国还有穿游戏cos服上去的，也没见你们说啥
4909917352494814,14,4910500137403824,2023-06-08 23:25:27,0,来自云南,芝马Seame,7776950234,女,5,0,是因为穿不起吗那些人
4909917352494814,14,4910429879404347,2023-06-08 18:46:16,0,来自广东,真的不想上班好想看小说啊,7723348706,女,7,0,这可是经典款，肯穿这么高的鞋子已经是莫大的尊重了键盘侠不懂瞎杠
4909917352494814,14,4910411092066871,2023-06-08 17:31:37,0,来自江苏,亚氪仙,6213488308,男,7,0,。。。虽然我知道这条微博是营销号拉流量，但是这双鞋瑞思拜拉满了呀，还要怎样嘛
4909917352494814,14,4910380315316557,2023-06-08 15:29:20,0,来自安徽,快乐洒脱的做个俗人,7834000697,男,3,3,键盘侠，键盘敲起来。
4909917352494814,14,4910365990977640,2023-06-08 14:32:24,0,来自江苏,山东东营任一蛋,6229411085,男,16,0,挺好的，没啥问题啊
4909917352494814,14,4910360883103672,2023-06-08 14:12:07,0,来自河北,溜流柳遛66637059,7337306928,男,27,0,谁吐槽了我看看，别搁这开空炮
4909917352494814,14,4910117327215115,2023-06-07 22:04:19,0,来自河北,smellorane,1135173962,女,63,11,我有朋友当年还穿了花盆底呢，规定之外皆自由，我们会觉得他很酷
4909917352494814,14,4910098926797484,2023-06-07 20:51:11,0,来自广东,Reeeeed1220,5148086017,女,26,16,闲的
4909917352494814,14,4912328153762210,2023-06-14 00:29:21,0,来自江西,与猪有关_,2795189450,女,214,148,刺痛矮男了
4909917352494814,14,4912082048254147,2023-06-13 08:11:24,0,来自河南,doki小耀-,7394653809,女,252,107,这个姐姐好美呜呜
4909917352494814,15,4911865258312487,2023-06-12 17:49:57,0,来自美国,佚名士,5311707619,男,148,36,博主就是上台装装逼
4909917352494814,15,4911857653257267,2023-06-12 17:19:45,0,来自甘肃,改什么名字好呢49467686,7491418644,男,29,0,干嘛喷，你们喷了我看什么
4909917352494814,15,4911818260875227,2023-06-12 14:43:13,0,来自四川,Y小Y羊X,6536797009,女,165,24,@兔T瓦S斯
4909917352494814,15,4911790838778434,2023-06-12 12:54:15,0,来自江苏,暴躁版小憋犊子,7845384762,男,10,0,谁说的截图出来啊
4909917352494814,15,4911744255790004,2023-06-12 09:49:09,0,来自湖北,x卟呤卟呤x,2419520233,女,191,86,咋不尊重了？毕业典礼穿上自己最漂亮的最喜欢的鞋子，还要怎么尊重啊
4909917352494814,15,4911389732245645,2023-06-11 10:20:24,0,来自安徽,依依不是姨姨,2806194994,女,331,306,没毛病啊，
4909917352494814,15,4911373936494576,2023-06-11 09:17:38,0,来自广西,BloodElfmage,6504686903,女,606,13,是因为颜色不懂尊重？粉紫：我惹你了？？？
4909917352494814,16,4911349476361386,2023-06-11 07:40:26,0,来自广东,TempleLauPHD1981,7752333115,男,37,1,风尘女子
4909917352494814,16,4911257729368838,2023-06-11 01:35:52,0,来自新疆,天空以外de蓝,6190316263,女,12,3,女儿国:男人有罪，长的丑罪加一等 网友:女人有罪，太漂亮罪加一等
4909917352494814,16,4911245465750491,2023-06-11 00:47:08,0,来自上海,阿宝吃的饭,2490735052,男,1363,242,嗯？有谁说他的鞋子了吗
4909917352494814,16,4911211093952560,2023-06-10 22:30:33,0,来自以色列,审美决定一个人,5617062703,男,61,0,人家穿啥关你屁事，一天天在家呆着不嫌热是不？
4909917352494814,16,4911206156475732,2023-06-10 22:10:56,0,来自广西,隅-离,7310040503,女,25,1,她好漂亮！
4909917352494814,16,4911182479622224,2023-06-10 20:36:50,0,来自河北,歪歪的孬孬妹妹,3674629121,女,535,104,徐愿石说，男人的自尊不需要女人脱掉高跟鞋来满足
4909917352494814,16,4911123784014764,2023-06-10 16:43:37,0,来自广东,xb口红,7371392352,男,41,52,被博主吐槽？gdx，不会发微博就闭嘴，拉仇恨？
4909917352494814,16,4911078544249256,2023-06-10 13:43:51,0,来自云南,小鲸鱼投资,6775666899,男,82,5,在庄严的地方穿的跟个鸡似的，这就是仙女们要的穿衣自由
4909917352494814,16,4911068314864546,2023-06-10 13:03:12,0,来自陕西,Captain_晨,7798375678,男,30,3,管的死宽
4909917352494814,16,4911034194201547,2023-06-10 10:47:37,0,来自陕西,人间烟火251,2653565171,女,58,519,
4909917352494814,16,4910886680267779,2023-06-10 01:01:27,0,来自北京,陌生网友200203,7745922196,男,16,0,咋了，这都被喷。认为高学历的人就应该朴素着装的是得多酸呐。
4909917352494814,17,4910876480769503,2023-06-10 00:20:55,0,来自江苏,西瓜啵啵要多冰_,7622016241,女,59,1,粉色领子是艺术生啊，对美丽有追求很正常，就应该在最美的年纪把美丽展现啊
4909917352494814,17,4910870046180709,2023-06-09 23:55:21,0,来自江苏,whitebet,7434209534,女,2,0,没什么吧，我们学校还允许穿。
4909917352494814,17,4910866921951326,2023-06-09 23:42:56,0,来自陕西,吾游青年youyou,7062304365,男,17,0,管的真宽啊你们这不尊重那不尊重的    你天天扶老奶奶过马路了吗你  一天天的屁事真多
4909917352494814,17,4910858926558583,2023-06-09 23:11:10,0,来自云南,蒙太奇般的Lead朵,6286915042,男,87,5,华伦天奴无罪，高跟鞋无罪，但华伦天奴更适合床上穿
4909917352494814,17,4910838324662214,2023-06-09 21:49:18,0,来自四川,奋进的叶同学_,5999046401,男,259,209,谁吐槽的?哪些人，多少人?怎么吐槽的?还是你编的?
4909917352494814,17,4910808033923187,2023-06-09 19:48:56,0,来自河南,开朗的湃大星,7790545395,男,0,0,连这个都喷，买不起你们酸了？？？
4909917352494814,17,4910774562063505,2023-06-09 17:35:56,0,来自四川,没见过戴墨镜的啊,7825008689,女,50,0,穿了他们买不起的鞋，肯定没尊重他们啊，应该踩着他们脸上台，那才够尊重呢
4909917352494814,18,4910768891628877,2023-06-09 17:13:24,0,来自四川,期待馨空,5684352274,女,189,45,不说别的 学士帽就佩戴不规范
